0	0.555556	1	0.666667	0.0833333	0.666667	0.75	0.25	0.333333	0.625	1	0.166667	0	0	0.9375	0.416667	0.833333	0.5	0.916667	1	0.166667	0.166667	0.25	0.416667	0.8125	0.5	0.833333	0.75	0.75	0.25	

0.111111	0.777778	1	0.888889	0.0833333	0.833333	0.416667	0.0833333	0.25	0.625	1	0.0833333	0	0.0833333	0.8125	0.416667	0.75	0.75	0.916667	0.9375	0.25	0.0833333	0	0.333333	0.6875	0.5	0.916667	0.583333	0.666667	0.1875	

0.333333	0.888889	1	0.888889	0.111111	0.888889	0.333333	0	0.444444	0.666667	1	0	0	0.166667	1	0.666667	0.75	0.583333	0.916667	1	0.25	0.166667	0.25	0.5	0.833333	0.666667	0.833333	0.666667	0.75	0.25	

0.111111	0.888889	1	0.888889	0.111111	0.666667	0.555556	0	0.666667	0.666667	0.916667	0	0	0.25	0.916667	1	0	0	0	1	0.916667	0.166667	0	0.166667	0.916667	0.416667	0.833333	0.75	0.916667	0.416667	

0	0	0	0.5	0.5	0	0	0.166667	0.833333	0	0	0.166667	0.833333	0.166667	0	0	0.833333	0.5	0	0	0.75	1	0.666667	0.5	0.333333	1	1	1	1	1	

0	0	0.5	0.666667	0	0	0	0.833333	0.166667	0	0	0	1	0	0	0	0.333333	0.666667	0	0	0	0.444444	0.555556	0	0	0	0.666667	0.333333	0	0	

0.166667	0.555556	1	0.666667	0.111111	1	0.5	0.25	0.5	0.916667	0	0	0	0.0833333	0.916667	0	0	0.166667	0.75	0.25	0	0.416667	0.75	0.0833333	0	0.875	1	0.833333	0.75	0.666667	

0	0.555556	1	0.888889	0.25	0.416667	0.75	0.25	0.416667	0.75	0.833333	0.333333	0	0	0.8125	0.75	0.333333	0	0	0.75	0.583333	0.583333	0	0.0833333	0.8125	0.0833333	0.833333	0.833333	0.916667	0.375	

0	0.555556	1	0.777778	0.0833333	0.666667	0.75	0.25	0.416667	0.625	1	0.25	0	0	1	0.416667	0.833333	0.5	0.833333	1	0.166667	0.166667	0.25	0.416667	0.8125	0.583333	0.916667	0.75	0.75	0.25	

0.111111	0.777778	1	0.888889	0.0833333	0.833333	0.416667	0.0833333	0.333333	0.625	1	0.0833333	0	0.0833333	0.875	0.416667	0.75	0.75	0.916667	0.9375	0.25	0.166667	0	0.333333	0.6875	0.5	0.916667	0.666667	0.666667	0.1875	

0.333333	0.888889	1	0.888889	0.111111	1	0.333333	0	0.444444	0.666667	1	0	0	0.25	1	0.666667	0.75	0.583333	0.916667	1	0.25	0.166667	0.25	0.5	0.833333	0.666667	0.833333	0.75	0.833333	0.25	

0.111111	0.888889	1	0.888889	0.111111	0.666667	0.416667	0	0.583333	0.666667	1	0	0	0.166667	1	1	0	0	0	1	0.833333	0.333333	0	0.416667	0.833333	0.25	0.666667	0.916667	0.833333	0.25	

0	0	0	0.5	0.5	0	0	0.166667	0.833333	0	0	0.166667	0.833333	0.166667	0	0	0.833333	0.5	0	0	0.75	1	0.666667	0.5	0.333333	1	1	1	1	1	

0	0	0.5	0.666667	0	0	0	0.833333	0.166667	0	0	0	1	0	0	0	0.333333	0.666667	0	0	0	0.5	0.666667	0	0	0	0.666667	0.333333	0	0	

0.166667	0.888889	1	1	0.333333	0.75	0.25	0	0.25	1	0	0	0	0.166667	0.916667	0	0	0.25	0.666667	0.0833333	0.125	0.666667	0.583333	0	0	0.75	0.833333	0.916667	0.75	0.583333	

0.111111	0.777778	1	0.777778	0.0833333	0.666667	0.583333	0.25	0.583333	0.5625	1	0	0	0	0.8125	1	0	0	0	0.875	0.833333	0.25	0	0.166667	0.8125	0.333333	0.833333	0.75	0.916667	0.25	

0.111111	0.888889	1	1	0.25	0.666667	0.666667	0	0.111111	0.583333	1	0.333333	0	0	0.9375	0.416667	0.916667	0.5	0.833333	1	0.166667	0.166667	0.25	0.416667	0.8125	0.416667	0.916667	0.75	0.833333	0.375	

0	0	0	1	1	0	0	0	1	0.5	0	0	0	1	1	0	0	0	1	0.5	0	0	0	1	0.75	0	0	0	1	1	

0.111111	0.666667	1	0.888889	0.0833333	0.75	0.5	0.0833333	0.333333	0.625	1	0.0833333	0	0.0833333	0.9375	0.416667	0.75	0.75	0.916667	1	0.25	0.166667	0	0.25	0.75	0.5	0.916667	0.75	0.666667	0.1875	

0.111111	0.888889	1	0.888889	0.111111	0.888889	0.444444	0	0.333333	0.777778	1	0	0	0.0833333	1	0.666667	0.75	0.5	0.916667	1	0.166667	0.166667	0.25	0.5	0.916667	0.666667	0.916667	0.666667	0.833333	0.25	

0.111111	0.777778	1	0.888889	0.0833333	0.583333	0.583333	0	0.583333	0.5	1	0	0	0	0.875	1	0	0	0	0.875	0.833333	0.333333	0	0.25	0.6875	0.25	0.666667	0.916667	0.833333	0.1875	

0	0	0.666667	0.333333	0	0	0	1	0	0	0	0.333333	0.666667	0	0	0.166667	1	0.333333	0	0	0.833333	1	0.5	0.5	0.166667	1	1	1	1	0.833333	

0	0	0.166667	0.833333	0	0	0	0.5	0.5	0	0	0	0.833333	0.166667	0	0	0.111111	1	0	0	0	0.333333	0.666667	0	0	0	0.666667	0.333333	0	0	

0.25	0.833333	1	0.916667	0.375	1	0.5	0.25	0.583333	1	0	0	0	0.416667	0.875	0	0	0.5	0.916667	0.1875	0.25	0.833333	1	0.166667	0	1	1	1	1	0.875	

0	0.777778	1	1	0.25	0.583333	0.916667	0.416667	0.75	0.75	1	0.666667	0	0.25	1	1	0.666667	0	0.1875	1	0.75	0.833333	0	0.375	0.875	0.25	0.916667	1	1	0.5	

0.25	0.75	1	0.875	0.1875	0.916667	0.833333	0.25	0.5625	0.6875	1	0.666667	0	0.4375	1	0.416667	1	1	1	0.9375	0.5	0.5	0.333333	0.8125	0.6875	0.5	0.916667	1	0.8125	0.1875	

0.333333	0.916667	1	1	0.375	1	0.666667	0.0833333	0.25	0.9375	1	0.583333	0	0.416667	1	0.416667	0.916667	1	1	1	0.666667	0.583333	0.25	0.666667	0.875	0.5	0.916667	0.916667	0.666667	0.1875	

0.0833333	0.666667	1	0.875	0.1875	0.833333	0.916667	0.25	0.5	0.75	0.916667	0.75	0	0.3125	1	0.25	0.916667	1	1	1	0.333333	0.5	0.25	0.6875	0.875	0.416667	0.916667	1	0.9375	0.1875	

0	0.583333	0.833333	0.875	0.1875	0.416667	1	0.333333	0.625	0.75	0.833333	0.666667	0	0.25	1	0.833333	0.666667	0	0.0625	1	0.583333	0.916667	0.0833333	0.4375	0.9375	0.166667	0.833333	1	1	0.4375	

0.333333	0.833333	1	0.833333	0.25	0.916667	0.333333	0.0833333	0.583333	1	0	0	0	0.5	0.916667	0	0	0.5	0.75	0.0833333	0.25	0.916667	0.75	0	0	1	1	1	1	0.916667	

0.75	0.916667	1	0.833333	0.75	0.25	0.25	0.416667	1	0.583333	0	0	0.75	0.666667	0	0	0.416667	1	0.0833333	0	0	0.833333	0.583333	0	0	0	1	0.166667	0	0	

0.25	0.833333	1	0.833333	0.3125	1	0.5	0.25	0.583333	1	0	0	0	0.416667	0.875	0	0	0.5	0.916667	0.1875	0.25	0.833333	1	0.166667	0	1	1	1	1	0.875	

0.0833333	0.833333	1	1	0.3125	0.75	0.833333	0.166667	0.625	0.875	1	0.666667	0	0.25	1	1	0.666667	0	0.25	1	0.75	0.916667	0.25	0.5625	0.8125	0.166667	0.666667	0.916667	0.8125	0.3125	

0.25	0.75	1	0.875	0.1875	0.916667	0.833333	0.25	0.5625	0.6875	1	0.666667	0	0.5	1	0.5	1	1	1	1	0.5	0.583333	0.333333	0.8125	0.6875	0.5	0.916667	1	0.8125	0.1875	

0.25	0.916667	1	1	0.375	1	0.75	0.0833333	0.333333	0.875	1	0.666667	0	0.5	1	0.416667	0.916667	1	1	1	0.666667	0.5	0.25	0.75	0.875	0.5	0.916667	0.916667	0.666667	0.1875	

0.0833333	0.666667	1	0.875	0.1875	0.833333	0.833333	0.25	0.5	0.75	0.916667	0.75	0	0.375	1	0.333333	0.916667	1	1	1	0.333333	0.5	0.25	0.6875	0.875	0.416667	0.916667	1	0.9375	0.3125	

0	0.583333	0.833333	0.875	0.1875	0.5	1	0.333333	0.625	0.8125	0.833333	0.666667	0	0.25	1	1	0.666667	0	0.125	1	0.583333	0.916667	0.0833333	0.4375	0.9375	0.166667	0.833333	1	1	0.4375	

0.416667	0.833333	1	0.75	0.25	1	0.5	0.25	0.583333	1	0	0	0	0.5	0.916667	0	0	0.5	0.75	0.0833333	0.25	0.916667	0.75	0	0	1	1	1	1	0.916667	

0.666667	0.833333	1	0.916667	0.75	0.25	0.25	0.25	0.916667	0.6875	0	0	0.416667	0.916667	0.0625	0	0.166667	1	0.416667	0	0	0.583333	0.916667	0	0	0	0.666667	0.5	0	0	

0.25	0.833333	1	0.833333	0.375	1	0.5	0.25	0.583333	1	0	0	0	0.5	0.875	0	0	0.5	0.916667	0.1875	0.25	0.833333	1	0.0833333	0	1	1	1	1	0.875	

0.166667	0.833333	1	1	0.3125	0.75	0.833333	0.25	0.5625	0.8125	1	0.666667	0	0.25	1	1	0.666667	0	0.25	1	0.833333	0.916667	0.25	0.5625	0.8125	0.166667	0.666667	0.916667	0.8125	0.3125	

0.25	0.75	1	0.875	0.1875	0.916667	0.833333	0.25	0.5625	0.6875	1	0.583333	0	0.5	1	0.5	1	1	1	0.9375	0.416667	0.5	0.5	0.8125	0.6875	0.5	0.916667	1	0.75	0.1875	

0.333333	0.916667	1	0.9375	0.1875	1	0.666667	0.0833333	0.5	0.6875	1	0.583333	0	0.5625	0.8125	0.416667	0.916667	1	1	0.875	0.666667	0.5	0.25	0.6875	0.625	0.5	0.916667	0.916667	0.625	0.0625	

0.0833333	0.666667	1	0.875	0.1875	0.833333	0.916667	0.25	0.5	0.75	0.916667	0.75	0	0.3125	1	0.416667	0.916667	1	1	1	0.333333	0.5	0.25	0.6875	0.875	0.416667	0.833333	1	0.9375	0.25	

0	0.777778	1	1	0.25	0.416667	1	0.416667	0.6875	0.75	0.833333	0.666667	0	0.25	1	1	0.666667	0	0.125	1	0.583333	0.916667	0.0833333	0.4375	0.9375	0.166667	0.833333	1	1	0.4375	

0.416667	0.833333	1	0.833333	0.25	1	0.416667	0.25	0.583333	1	0	0	0	0.5	0.916667	0	0	0.5	0.75	0.0833333	0.25	0.916667	0.75	0	0	1	1	1	1	0.916667	

0.75	0.833333	1	1	0.75	0.25	0.25	0.25	0.916667	0.6875	0	0	0.416667	0.916667	0.0625	0	0.0833333	1	0.416667	0	0	0.5	0.916667	0	0	0	0.666667	0.583333	0	0	

0.25	0.833333	1	0.916667	0.375	1	0.5	0.25	0.583333	1	0	0	0	0.416667	0.875	0	0	0.5	0.916667	0.1875	0.25	0.916667	1	0.0833333	0	1	1	1	1	0.875	

0.111111	0.777778	1	1	0.25	0.5	0.916667	0.416667	0.75	0.75	1	0.666667	0	0.25	1	1	0.666667	0	0.25	1	0.75	0.833333	0	0.375	0.875	0.333333	0.916667	1	1	0.5	

0.25	0.833333	1	0.875	0.1875	0.916667	0.833333	0.25	0.5625	0.6875	1	0.666667	0	0.4375	1	0.416667	1	1	1	0.9375	0.5	0.583333	0.5	0.8125	0.625	0.5	0.916667	1	0.75	0.1875	

0.222222	0.888889	1	1	0.25	0.916667	0.833333	0.333333	0.5	0.75	1	0.416667	0	0.25	1	0.666667	1	0.75	1	1	0.416667	0.416667	0.25	0.666667	0.9375	0.75	1	1	0.916667	0.375	

0.0833333	0.666667	1	0.875	0.1875	0.833333	0.833333	0.25	0.5	0.75	0.916667	0.75	0	0.3125	1	0.333333	0.916667	1	1	1	0.333333	0.416667	0.25	0.6875	0.875	0.416667	0.833333	1	0.9375	0.1875	

0	0.583333	0.833333	0.875	0.1875	0.416667	1	0.333333	0.625	0.8125	0.833333	0.666667	0	0.25	1	1	0.666667	0	0.0625	1	0.583333	0.916667	0.0833333	0.4375	0.9375	0.166667	0.75	1	1	0.4375	

0.416667	0.833333	1	0.833333	0.25	0.916667	0.416667	0.0833333	0.583333	1	0	0	0	0.5	0.916667	0	0.0833333	0.5	0.75	0.0833333	0.25	0.916667	0.75	0	0	1	1	1	1	0.916667	

0.75	0.833333	1	0.916667	0.75	0.166667	0.25	0.25	0.916667	0.6875	0	0	0.416667	0.916667	0.0625	0	0.0833333	1	0.416667	0	0	0.5	0.916667	0	0	0	0.666667	0.5	0	0	

0.25	0.833333	1	0.833333	0.375	1	0.5	0.25	0.583333	1	0	0	0	0.416667	0.875	0	0	0.5	0.916667	0.1875	0.25	0.833333	1	0.0833333	0	1	1	1	1	0.875	

0.166667	0.833333	1	0.9375	0.375	0.75	0.833333	0.25	0.625	0.875	1	0.666667	0	0.25	1	1	0.666667	0	0.25	1	0.75	0.916667	0.25	0.5625	0.8125	0.0833333	0.666667	0.916667	0.8125	0.3125	

0.25	0.833333	1	0.875	0.1875	0.916667	0.833333	0.25	0.5625	0.6875	1	0.583333	0	0.4375	1	0.5	1	1	1	1	0.5	0.666667	0.5	0.8125	0.6875	0.5	0.916667	1	0.8125	0.1875	

0.333333	0.916667	1	1	0.375	1	0.666667	0.0833333	0.333333	0.875	1	0.583333	0.0833333	0.5	1	0.416667	0.916667	1	1	1	0.666667	0.416667	0.25	0.666667	0.875	0.5	0.916667	0.916667	0.666667	0.1875	

0.0833333	0.666667	1	0.875	0.1875	0.833333	0.916667	0.25	0.5	0.75	0.916667	0.75	0	0.375	1	0.333333	1	1	1	1	0.333333	0.5	0.25	0.6875	0.875	0.416667	0.833333	1	0.9375	0.25	

0	0.777778	1	1	0.25	0.5	1	0.416667	0.6875	0.75	0.833333	0.666667	0	0.25	1	1	0.666667	0	0.125	1	0.583333	0.916667	0.0833333	0.4375	0.9375	0.166667	0.833333	1	1	0.4375	

0.416667	0.833333	1	0.833333	0.25	1	0.416667	0.25	0.583333	1	0	0	0	0.5	0.916667	0	0	0.5	0.75	0.0833333	0.25	0.916667	0.75	0	0	1	1	1	1	0.916667	

0.666667	0.833333	0.916667	1	0.8125	0.25	0.25	0.25	0.916667	0.6875	0	0	0.416667	0.916667	0.0625	0	0.0833333	1	0.416667	0	0	0.583333	0.916667	0	0	0	0.666667	0.583333	0	0	

0.25	0.833333	1	0.833333	0.3125	1	0.5	0.25	0.583333	1	0	0	0	0.416667	0.875	0	0	0.5	0.916667	0.1875	0.25	0.833333	1	0.166667	0	1	1	1	1	0.875	

0.0833333	0.833333	1	0.9375	0.3125	0.666667	0.833333	0.166667	0.625	0.8125	1	0.666667	0	0.25	1	1	0.666667	0	0.25	1	0.833333	0.916667	0.25	0.5625	0.8125	0.166667	0.75	0.916667	0.8125	0.3125	

0.25	0.666667	1	0.875	0.125	0.916667	0.833333	0.25	0.5625	0.6875	1	0.583333	0	0.4375	1	0.5	1	1	1	0.9375	0.5	0.583333	0.333333	0.8125	0.625	0.5	0.916667	1	0.75	0.1875	

0.25	0.916667	1	0.916667	0.375	1	0.666667	0.0833333	0.333333	0.875	1	0.583333	0	0.416667	1	0.416667	0.916667	1	1	1	0.666667	0.5	0.25	0.583333	0.875	0.5	0.916667	0.916667	0.666667	0.1875	

0.0833333	0.666667	1	0.875	0.1875	0.833333	0.916667	0.25	0.5	0.75	0.916667	0.75	0	0.3125	1	0.333333	0.916667	1	1	1	0.333333	0.5	0.25	0.6875	0.875	0.333333	0.916667	1	0.9375	0.25	

0	0.583333	0.833333	0.875	0.1875	0.416667	1	0.416667	0.6875	0.75	0.833333	0.666667	0	0.25	1	1	0.666667	0	0.125	1	0.666667	0.916667	0.0833333	0.4375	0.9375	0.166667	0.833333	1	1	0.4375	

0.333333	0.833333	1	0.833333	0.25	1	0.416667	0.25	0.583333	1	0	0	0	0.5	0.916667	0	0	0.5	0.75	0.166667	0.25	0.916667	0.75	0	0	1	1	1	1	0.916667	

0.666667	0.833333	1	1	0.6875	0.25	0.25	0.25	0.916667	0.6875	0	0	0.416667	0.916667	0.0625	0	0.166667	1	0.416667	0	0	0.5	0.916667	0	0	0	0.666667	0.5	0	0	

